bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_mean_ps,bidirectional_stddev_ps, bidirectional_max_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_ack_packets,src2dst_ack_packets,dst2src_ack_packets,label
36,10,1864,34,5,881,186.4,250.7855215,711,176.2,241.9673532,609,4,8.351646544,26,1,8.5,11.78982612,26,9,4,5,1
29,10,1864,27,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.222222222,7.446102635,23,1,6.75,10.84358489,23,9,4,5,1
31,10,1681,29,5,698,168.1,221.4871203,711,139.6,160.1399388,426,3.444444444,8.486918038,26,0,7.25,12.52663828,26,9,4,5,1
34,10,1864,33,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.777777778,7.742379766,24,1,8.25,10.62622542,24,9,4,5,1
32,10,1864,30,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.555555556,5.918426968,19,2,7.5,7.767453465,19,9,4,5,1
43,10,1864,40,5,881,186.4,250.7855215,711,176.2,241.9673532,609,4.777777778,9.536479667,30,1,10,13.49073756,30,9,4,5,1
31,11,1930,29,5,881,175.4545455,240.669634,711,176.2,241.9673532,609,3.1,7.385421074,24,1,7.25,11.17661249,24,10,5,5,1
32,10,1783,30,5,872,178.3,232.7373579,639,174.4,237.9428503,600,3.555555556,8.457409638,26,1,7.5,12.34233905,26,9,4,5,1
43,10,1773,41,5,869,177.3,230.5953888,632,173.8,236.6013525,597,4.777777778,11.04284585,34,1,10.25,15.88238017,34,9,4,5,1
51,10,1773,49,5,869,177.3,230.5953888,632,173.8,236.6013525,597,5.666666667,10.92016483,33,1,12.25,14.63728117,33,9,4,5,1
36,10,1773,35,5,869,177.3,230.5953888,632,173.8,236.6013525,597,4,9.407443861,29,2,8.75,13.5,29,9,4,5,1
48,11,1839,46,5,869,167.1818182,221.3209516,632,173.8,236.6013525,597,4.8,10.17404104,33,2,11.5,14.571662,33,10,5,5,1
44,10,1773,42,5,869,177.3,230.5953888,632,173.8,236.6013525,597,4.888888889,9.854496999,31,2,10.5,13.77195217,31,9,4,5,1
35,10,1773,33,5,869,177.3,230.5953888,632,173.8,236.6013525,597,3.888888889,9.061518146,28,1,8.25,13.17510278,28,9,4,5,1
39,12,1702,38,6,790,212.75,236.4500704,634,196.6666667,219.4295635,450,2.714285714,5.971439964,31,2,9.4,9.75807358,23,9,4,5,1
44,12,1923,41,6,953,160.25,215.2901319,632,158.8333333,221.0505975,610,4,9.38083152,32,1,8.2,13.36787193,32,11,5,6,1
51,10,1773,49,5,869,177.3,230.5953888,632,173.8,236.6013525,597,5.666666667,9.899494937,31,0,12.25,13.42572158,31,9,4,5,1
36,10,1773,34,5,869,177.3,230.5953888,632,173.8,236.6013525,597,4,9.069178574,28,1,8.5,13.02561579,28,9,4,5,1
35,10,1777,33,5,871,177.7,231.4380407,634,174.2,237.4956842,599,3.888888889,9.07530226,28,0,8.25,13.22560648,28,9,4,5,1
38,10,1777,36,5,871,177.7,231.4380407,634,174.2,237.4956842,599,4.222222222,9.337796552,29,0,9,13.4412301,29,9,4,5,1
37,10,1777,36,5,871,177.7,231.4380407,634,174.2,237.4956842,599,4.111111111,10.46953252,32,0,9,15.3622915,32,9,4,5,1
38,10,1777,36,5,871,177.7,231.4380407,634,174.2,237.4956842,599,4.222222222,10.08436634,31,1,9,14.67424047,31,9,4,5,1
50,12,1927,48,5,889,160.5833333,216.0683639,634,177.8,242.7492533,612,4.545454545,11.80138667,40,2,12,18.69046103,40,11,6,5,1
34,10,1777,33,5,871,177.7,231.4380407,634,174.2,237.4956842,599,3.777777778,8.743251366,27,0,8.25,12.57974563,27,9,4,5,1
39,11,1843,37,5,871,167.5454545,222.1294054,634,174.2,237.4956842,599,3.9,9.904544412,32,1,9.25,15.17399091,32,10,5,5,1
34,11,1843,33,5,871,167.5454545,222.1294054,634,174.2,237.4956842,599,3.4,8.65640418,28,0,8.25,13.22560648,28,10,5,5,1
95,10,1777,93,5,871,177.7,231.4380407,634,174.2,237.4956842,599,10.55555556,29.05645845,88,0,23.25,43.18468093,88,9,4,5,1
38,11,1843,37,5,871,167.5454545,222.1294054,634,174.2,237.4956842,599,3.8,9.566144004,31,1,9.25,14.52297031,31,10,5,5,1
